id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1362300,2,1/28/2016 11:38,1/28/2016 11:54,1,-73.99164581,40.74465942,-73.98165131,40.76485062,N,963
id0164656,2,6/29/2016 13:23,6/29/2016 13:42,3,-73.99272919,40.75831985,-73.97660065,40.74834824,N,1154
id2238347,2,3/15/2016 9:09,3/15/2016 9:18,5,-73.99478912,40.76026535,-73.98152924,40.76602936,N,530
id1393685,1,3/12/2016 14:50,3/12/2016 15:07,1,-73.97547913,40.74108124,-73.98621368,40.76153946,N,1005
id2058812,1,4/5/2016 23:41,4/5/2016 23:42,1,-73.92953491,40.65972137,-73.92958069,40.65968323,N,47
id0531069,1,2/17/2016 9:55,2/17/2016 10:25,1,-73.97383881,40.76426697,-74.01432037,40.70375443,N,1816
id0567402,1,5/7/2016 11:39,5/7/2016 11:52,2,-73.98300934,40.78193283,-73.95111847,40.78606415,N,811
id3245074,2,1/8/2016 9:47,1/8/2016 9:56,1,-74.00384521,40.72579193,-73.98769379,40.72254562,N,525
id2841652,2,3/7/2016 15:59,3/7/2016 16:16,1,-73.96111298,40.76937866,-73.96762085,40.80457306,N,1041
id0032289,1,1/7/2016 19:17,1/7/2016 19:28,1,-74.00177765,40.74657822,-74.00471497,40.7295723,N,651
id3579592,2,6/2/2016 13:04,6/2/2016 13:50,5,-73.86637878,40.77002335,-73.98960876,40.75743103,N,2743
id3970029,2,2/4/2016 16:10,2/4/2016 16:25,1,-73.99105072,40.73478699,-73.99050903,40.75067139,N,881
id1752907,1,6/11/2016 19:31,6/11/2016 20:12,1,-73.99484253,40.75012589,-73.91921234,40.76805115,N,2435
id1719194,2,6/22/2016 23:11,6/22/2016 23:34,2,-73.78926849,40.64691925,-73.95709991,40.74565125,N,1404
id2834477,2,4/16/2016 2:05,4/16/2016 2:16,5,-73.84400177,40.72195816,-73.86714935,40.73281097,N,625
id0449978,2,2/10/2016 9:47,2/10/2016 9:53,1,-74.00842285,40.71440125,-74.00117493,40.71643066,N,314
id2670348,2,3/19/2016 0:59,3/19/2016 1:25,1,-73.98709869,40.72040939,-73.98204041,40.76985931,N,1588
id1300030,1,2/19/2016 17:00,2/19/2016 17:07,1,-73.99850464,40.72636414,-73.99809265,40.74054337,N,446
id3683774,1,2/24/2016 14:10,2/24/2016 14:14,1,-73.97258759,40.76259995,-73.97674561,40.76463699,N,251
id1946910,1,4/13/2016 8:25,4/13/2016 8:41,1,-73.98484039,40.7362442,-73.98581696,40.75331497,N,953
id3898508,1,1/30/2016 3:01,1/30/2016 3:06,1,-73.99741364,40.72297287,-73.98693085,40.72983551,N,306
id3221370,2,5/21/2016 4:24,5/21/2016 4:33,5,-74.00762939,40.74084091,-73.98583984,40.75065994,N,569
id0137215,2,2/4/2016 7:47,2/4/2016 7:57,2,-73.99273682,40.73567963,-73.99044037,40.75603867,N,606
id3741069,1,5/20/2016 20:02,5/20/2016 20:09,2,-73.99420929,40.72044754,-74.01004791,40.72013855,N,422
id1972296,1,3/19/2016 21:21,3/19/2016 21:32,1,-73.98093414,40.74461365,-74.0037384,40.70783997,N,649
id0768869,2,5/4/2016 11:19,5/4/2016 11:31,1,-74.01316833,40.70478821,-74.00811005,40.71221161,N,719
id1001397,2,3/15/2016 19:33,3/15/2016 19:41,1,-73.97393799,40.75740433,-73.95649719,40.76804352,N,479
id1233791,1,1/17/2016 13:58,1/17/2016 14:44,1,-73.86339569,40.76969528,-73.98427582,40.75816727,N,2752
id3285183,2,5/7/2016 13:24,5/7/2016 13:32,1,-73.96166229,40.76837921,-73.96520996,40.76010132,N,477
id1504924,2,5/7/2016 8:37,5/7/2016 8:42,1,-73.98432159,40.76810837,-73.97425079,40.77828217,N,282
id0069847,1,6/23/2016 10:41,6/23/2016 10:55,2,-73.96801758,40.80267334,-73.96198273,40.77993774,N,852
id0572523,2,2/14/2016 17:19,2/14/2016 18:00,1,-73.98098755,40.78227615,-73.91651917,40.69992065,N,2467
id1244340,2,2/24/2016 8:50,2/24/2016 9:09,1,-73.99555969,40.71864319,-74.00678253,40.75130081,N,1106
id1322244,2,1/9/2016 8:20,1/9/2016 8:24,1,-73.95545959,40.77960968,-73.95284271,40.79187012,N,238
id3404456,1,5/22/2016 13:30,5/22/2016 13:37,1,-73.98486328,40.75505066,-73.99391937,40.7563591,N,409
id3168276,1,6/7/2016 0:07,6/7/2016 0:14,1,-73.98607635,40.72787857,-73.97103119,40.74819183,N,426
id1231857,1,3/26/2016 21:54,3/26/2016 22:09,1,-74.00674438,40.74046707,-73.98168945,40.76357651,N,875
id0521266,2,6/1/2016 8:55,6/1/2016 9:01,5,-73.98471832,40.74866104,-73.98016357,40.74343109,N,370
id3174799,2,2/28/2016 22:09,2/28/2016 22:20,5,-73.99530029,40.74465942,-74.00730133,40.71036148,N,671
id3561097,2,2/16/2016 11:23,2/16/2016 11:39,1,-73.98727417,40.76854324,-73.99131775,40.75022888,N,980
id1984014,2,1/16/2016 15:20,1/16/2016 15:35,5,-73.9851532,40.73605728,-73.95863342,40.76408768,N,898
id3207095,1,2/1/2016 8:09,2/1/2016 8:34,6,-73.98567963,40.75394821,-73.87045288,40.77365112,N,1515
id0610168,1,1/31/2016 13:23,1/31/2016 13:27,1,-73.9759903,40.7659111,-73.96842957,40.76768112,N,252
id0383397,2,6/17/2016 13:44,6/17/2016 13:54,1,-73.98670959,40.75622177,-73.97940063,40.76591873,N,639
id2946510,1,4/30/2016 14:39,4/30/2016 14:46,1,-73.95153046,40.76656723,-73.96521759,40.76273346,N,414
id0173148,1,4/3/2016 13:35,4/3/2016 13:48,1,-73.95907593,40.76701355,-73.96986389,40.75498581,N,770
id2016058,2,3/5/2016 18:58,3/5/2016 19:12,2,-73.9986496,40.7611618,-74.00299072,40.73997879,N,796
id3427577,2,2/26/2016 9:21,2/26/2016 9:28,1,-73.9646225,40.77305984,-73.97051239,40.76491928,N,433
id1562517,2,2/10/2016 9:59,2/10/2016 10:06,1,-73.97612,40.79138947,-73.98673248,40.77701187,N,363
id3141996,2,1/12/2016 16:36,1/12/2016 16:43,1,-73.98821259,40.74350739,-73.97767639,40.75146866,N,430
id1913170,1,3/1/2016 22:31,3/1/2016 22:49,1,-73.98503876,40.7324791,-73.99339294,40.68225861,N,1051
id2765766,2,2/17/2016 17:09,2/17/2016 17:41,1,-73.78217316,40.64471817,-73.98032379,40.7466011,N,1920
id1702081,2,4/21/2016 17:30,4/21/2016 17:34,1,-73.98670197,40.76138687,-73.97888184,40.76675797,N,227
id0906699,1,2/13/2016 7:20,2/13/2016 7:22,1,-73.96578979,40.75439072,-73.95849609,40.76441574,N,129
id0024955,2,5/4/2016 6:43,5/4/2016 6:47,1,-73.9974823,40.75705338,-73.98861694,40.76882553,N,268
id2219471,2,3/6/2016 8:56,3/6/2016 8:59,1,-74.00469971,40.73437881,-74.00619507,40.72235107,N,155
id2765056,1,6/25/2016 13:47,6/25/2016 14:16,1,-74.01593781,40.71152878,-73.98260498,40.76673126,N,1727
id3004654,2,5/25/2016 17:37,5/25/2016 17:46,1,-73.97445679,40.76043701,-73.96128082,40.76873779,N,562
id1034458,2,6/9/2016 6:30,6/9/2016 6:31,6,-73.98159027,40.74082184,-73.97660065,40.74791718,N,69
id0217373,2,1/19/2016 20:47,1/19/2016 20:59,1,-73.97402191,40.7530098,-73.9910965,40.76525879,N,720
id0838710,2,4/7/2016 10:43,4/7/2016 10:54,1,-73.96966553,40.74996567,-73.95547485,40.77037811,N,707
id1047172,1,2/9/2016 9:01,2/9/2016 9:11,1,-73.96634674,40.76463699,-73.95380402,40.78334045,N,593
id0135006,1,6/24/2016 22:38,6/24/2016 22:39,1,-73.9830246,40.71734619,-73.9786377,40.71996307,N,109
id1810894,1,4/23/2016 5:11,4/23/2016 5:17,1,-73.98241425,40.74265671,-73.99434662,40.75007248,N,338
id0330309,2,1/12/2016 20:09,1/12/2016 20:23,1,-74.01463318,40.7141037,-73.98435974,40.73848343,N,834
id3437789,2,5/4/2016 22:00,5/4/2016 22:05,1,-73.98858643,40.71880341,-73.99787903,40.71670532,N,326
id2912295,1,3/13/2016 23:16,3/13/2016 23:20,2,-73.96627808,40.76483536,-73.95021057,40.7806282,N,283
id1853052,1,2/8/2016 8:22,2/8/2016 8:33,1,-74.01441956,40.71696854,-73.99594116,40.73880386,N,683
id3805978,2,1/8/2016 13:01,1/8/2016 13:16,1,-73.96147919,40.76480865,-74.00673676,40.70550156,N,870
id2245240,2,2/17/2016 10:09,2/17/2016 10:11,1,-73.91986847,40.76602173,-73.91526031,40.76396942,N,94
id3040508,1,4/5/2016 8:56,4/5/2016 9:05,1,-73.9837265,40.74964142,-73.98801422,40.75382614,N,513
id1915763,2,5/10/2016 22:00,5/10/2016 22:08,5,-73.97814178,40.7528801,-73.97683716,40.74517059,N,480
id0568284,1,2/27/2016 6:43,2/27/2016 6:52,1,-73.98822021,40.71998978,-73.95483398,40.69281387,N,515
id3389870,1,3/29/2016 15:42,3/29/2016 15:51,1,-73.99447632,40.75101471,-74.00158691,40.75654984,N,494
id0548274,2,4/4/2016 10:41,4/4/2016 11:02,1,-73.98545074,40.75896072,-73.95487213,40.76401138,N,1214
id2164671,1,2/16/2016 14:52,2/16/2016 14:59,1,-73.96790314,40.75934982,-73.95281219,40.77267456,N,398
id0874823,2,3/8/2016 22:42,3/8/2016 23:08,1,-73.99325562,40.72782516,-73.91535187,40.69254303,N,1527
id1191795,1,6/29/2016 22:51,6/29/2016 23:10,1,-74.00817871,40.74751663,-73.98830414,40.7280426,N,1091
id1882860,1,5/6/2016 12:48,5/6/2016 13:00,1,-73.98110962,40.76930237,-73.97205353,40.75946808,N,744
id0809782,1,1/15/2016 12:53,1/15/2016 12:59,1,-73.95793152,40.76506805,-73.96809387,40.76570129,N,354
id2732629,1,2/26/2016 22:00,2/26/2016 22:06,1,-73.9746933,40.75007629,-73.98764801,40.75641251,N,372
id2634407,1,2/7/2016 19:57,2/7/2016 20:05,1,-73.99461365,40.75022888,-74.00416565,40.73407364,N,452
id1937776,1,6/3/2016 19:36,6/3/2016 19:41,1,-74.00419617,40.74764252,-73.99951935,40.76165771,N,314
id2756373,2,1/10/2016 20:11,1/10/2016 20:23,2,-74.00624847,40.73435974,-74.00830841,40.70750046,N,711
id0501527,1,2/6/2016 16:09,2/6/2016 16:21,1,-73.99359131,40.72158432,-74.01463318,40.70959854,N,777
id2506221,1,5/16/2016 10:22,5/16/2016 10:28,1,-73.96222687,40.77210999,-73.95058441,40.78579712,N,346
id1058163,2,3/19/2016 11:20,3/19/2016 11:26,1,-74.00863647,40.73108292,-74.00842285,40.71930695,N,386
id2070005,1,6/29/2016 20:51,6/29/2016 21:03,1,-73.98213196,40.76316833,-73.98684692,40.74794769,N,728
id0062694,1,2/16/2016 14:55,2/16/2016 14:57,1,-73.97465515,40.75664139,-73.97292328,40.75908661,N,150
id3203112,2,1/11/2016 20:25,1/11/2016 20:37,1,-73.97297668,40.75920105,-73.99188232,40.74436188,N,710
id0988076,1,2/18/2016 11:23,2/18/2016 12:09,1,-73.87298584,40.7739563,-73.99263,40.75671387,N,2796
id1688631,2,5/19/2016 20:50,5/19/2016 21:09,1,-73.96675873,40.75779343,-73.95820618,40.71541595,N,1144
id0583628,2,5/4/2016 6:25,5/4/2016 6:49,1,-73.99571991,40.73276138,-73.91870117,40.87138367,N,1447
id0398866,2,4/15/2016 15:08,4/15/2016 15:32,1,-73.97962189,40.7437973,-73.95053864,40.77538681,N,1433
id1335610,1,5/22/2016 0:03,5/22/2016 0:29,1,-73.78295135,40.64430618,-73.98007202,40.74407196,Y,1557
id2309508,2,2/7/2016 22:34,2/7/2016 22:48,1,-73.99169159,40.74412155,-73.97796631,40.77801132,N,802
id3199061,2,5/7/2016 10:26,5/7/2016 10:34,1,-73.98728943,40.72766113,-74.00211334,40.72794342,N,460
id0134961,1,5/3/2016 15:39,5/3/2016 16:09,1,-73.97637177,40.75939941,-74.00658417,40.74927521,N,1791
id0454893,1,2/10/2016 18:10,2/10/2016 18:15,1,-73.94576263,40.78182602,-73.94055176,40.79327393,N,271
id0025890,1,6/7/2016 17:56,6/7/2016 18:08,1,-73.97785187,40.76354599,-73.9571991,40.78333282,N,692
id1804388,2,5/22/2016 18:15,5/22/2016 18:23,1,-73.96903229,40.76422882,-73.95506287,40.76721954,N,508
id2546496,2,3/15/2016 8:37,3/15/2016 8:50,2,-73.98098755,40.73770142,-73.99575043,40.71419144,N,767
id0543569,1,5/10/2016 12:50,5/10/2016 13:03,1,-73.98387146,40.74669266,-73.9927063,40.75892639,N,741
id0752161,1,3/1/2016 7:15,3/1/2016 7:41,2,-73.99699402,40.68897629,-73.97251129,40.75378418,N,1563
id2310880,1,2/4/2016 19:00,2/4/2016 19:19,1,-73.96859741,40.78647232,-73.99504852,40.74797058,N,1114
id1920360,2,1/30/2016 23:03,1/30/2016 23:10,1,-73.96266174,40.77412415,-73.97309875,40.75565338,N,437
id0964076,1,2/26/2016 6:48,2/26/2016 6:58,1,-73.99415588,40.75110626,-73.97494507,40.75439453,N,630
id0419839,2,2/22/2016 22:38,2/22/2016 22:45,5,-73.97212982,40.76531982,-73.98838806,40.75540161,N,418
id2174189,1,4/19/2016 22:25,4/19/2016 22:29,3,-73.97855377,40.75335312,-73.96895599,40.75352859,N,250
id1503726,2,3/16/2016 18:09,3/16/2016 18:23,1,-73.95752716,40.77447128,-73.98307037,40.78105164,N,814
id0261800,2,2/12/2016 11:20,2/12/2016 11:39,5,-73.97725677,40.74309158,-73.99638367,40.71575928,N,1122
id3452652,1,2/9/2016 6:27,2/9/2016 6:31,1,-73.97029114,40.75971985,-73.95934296,40.77321243,N,227
id3014433,2,4/9/2016 19:37,4/9/2016 20:10,4,-73.99656677,40.73769379,-73.90568542,40.87755966,N,1935
id1937955,2,4/12/2016 13:11,4/12/2016 13:29,1,-73.96659851,40.7640419,-73.95192719,40.76602173,N,1095
id2233727,2,3/17/2016 23:26,3/17/2016 23:31,1,-73.97823334,40.72954178,-73.98059082,40.72172165,N,339
id2636930,2,5/17/2016 20:31,5/17/2016 20:41,1,-73.9748764,40.74229813,-73.99375153,40.7364006,N,609
id0730829,2,1/21/2016 14:47,1/21/2016 14:57,2,-73.97686005,40.75619888,-73.99131012,40.75037384,N,594
id3843707,2,1/25/2016 19:07,1/25/2016 19:07,1,-73.99094391,40.73956299,-73.99029541,40.73939133,N,29
id0536145,1,4/29/2016 12:20,4/29/2016 12:48,1,-73.97866821,40.76756668,-73.99700928,40.72487259,N,1646
id0690683,2,2/8/2016 18:16,2/8/2016 18:20,1,-73.95352936,40.77568817,-73.96193695,40.76390076,N,212
id1322898,1,4/19/2016 20:33,4/19/2016 20:35,1,-73.98069,40.77014542,-73.98316193,40.77114105,N,70
id2735830,2,5/27/2016 21:19,5/27/2016 21:24,2,-73.98214722,40.77386856,-73.97451782,40.76483154,N,287
id0590979,1,3/25/2016 0:45,3/25/2016 0:56,1,-73.98703766,40.72592926,-73.99462891,40.71231461,N,614
id3861452,2,6/26/2016 17:44,6/26/2016 18:06,2,-73.8633728,40.7699585,-73.8633728,40.7699585,N,1325
id3483336,1,5/13/2016 20:29,5/13/2016 20:38,2,-73.99422455,40.74093246,-73.99856567,40.72507095,N,489
id0015523,1,5/20/2016 8:40,5/20/2016 8:58,1,-73.99612427,40.75410843,-74.01551819,40.70864868,N,1066
id0955531,1,4/29/2016 11:02,4/29/2016 11:14,1,-73.97486877,40.74626923,-73.99105072,40.73916626,N,716
id3906207,2,6/9/2016 16:48,6/9/2016 17:33,1,-74.01276398,40.70291519,-73.97123718,40.75679016,N,2654
id2713607,1,4/5/2016 17:18,4/5/2016 17:21,2,-74.00488281,40.70687485,-74.00565338,40.70790863,N,200
id0480092,1,5/14/2016 11:28,5/14/2016 11:42,2,-73.96813965,40.75725937,-73.98117065,40.77332687,N,828
id2210006,2,3/15/2016 16:57,3/15/2016 17:17,1,-73.98155212,40.73279953,-73.96230316,40.76792145,N,1180
id0447088,2,5/27/2016 23:53,5/28/2016 0:01,1,-73.99510193,40.73989868,-73.98905182,40.75828171,N,491
id0183568,1,6/1/2016 19:34,6/1/2016 19:36,1,-73.97411346,40.74715424,-73.97851563,40.74131775,N,127
id0622434,2,1/14/2016 7:42,1/14/2016 7:48,6,-73.9617157,40.76786041,-73.97263336,40.75975037,N,366
id3991515,2,5/23/2016 17:43,5/23/2016 17:54,6,-73.99330139,40.73601151,-73.99201965,40.74886322,N,694
id3927605,2,5/22/2016 19:49,5/22/2016 20:09,1,-73.99236298,40.72117615,-73.98100281,40.76367188,N,1179
id0025422,2,6/18/2016 13:22,6/18/2016 13:32,4,-73.97016907,40.76145172,-73.98452759,40.73971176,N,582
id2439918,2,5/27/2016 15:03,5/27/2016 15:17,1,-73.98916626,40.7580719,-73.98294067,40.77683258,N,784
id2021735,2,5/12/2016 21:05,5/12/2016 21:15,1,-73.99703979,40.7333107,-73.99205017,40.72920609,N,545
id3732819,1,2/8/2016 20:24,2/8/2016 20:38,1,-73.98352051,40.75640869,-73.95648956,40.7748642,N,882
id2295677,2,4/1/2016 16:23,4/1/2016 16:49,1,-74.00421143,40.74768829,-73.98238373,40.76831818,N,1569
id2556377,2,6/9/2016 15:35,6/9/2016 15:42,1,-73.97509766,40.75548172,-73.96472931,40.76969147,N,431
id1228496,1,4/28/2016 1:39,4/28/2016 1:50,1,-73.92353821,40.76422501,-73.95662689,40.77541733,N,667
id2080270,1,4/23/2016 21:39,4/23/2016 21:54,1,-73.97051239,40.75246429,-73.97579193,40.78670883,N,880
id0234224,1,4/7/2016 22:35,4/7/2016 23:21,1,-74.01451874,40.70460892,-73.89807892,40.6764946,N,2737
id2815367,1,3/19/2016 13:37,3/19/2016 13:54,1,-73.99034119,40.76665115,-73.95539093,40.77696228,N,1000
id2604564,1,2/23/2016 9:33,2/23/2016 9:40,1,-73.98486328,40.73255157,-73.99971008,40.73103714,N,377
id0084208,2,4/7/2016 21:55,4/7/2016 22:23,1,-73.99030304,40.71453857,-73.96601105,40.64670181,N,1642
id3817335,2,4/20/2016 16:22,4/20/2016 16:44,2,-73.98699951,40.73886871,-73.97489166,40.76176834,N,1336
id0880084,2,6/30/2016 18:28,6/30/2016 19:00,2,-73.97896576,40.78536606,-73.98173523,40.78349304,N,1869
id2347053,1,3/13/2016 21:08,3/13/2016 21:12,1,-73.98714447,40.73932648,-73.97899628,40.7533226,N,280
id0990042,1,2/5/2016 20:45,2/5/2016 20:56,2,-73.95878601,40.77503586,-73.97729492,40.75172424,N,715
id2850160,1,2/3/2016 20:34,2/3/2016 20:46,1,-73.95924377,40.77695084,-73.97729492,40.75372314,N,716
id3146477,2,3/5/2016 21:42,3/5/2016 22:07,1,-73.98654938,40.71954346,-73.99131012,40.74904251,N,1499
id1468406,1,5/10/2016 10:41,5/10/2016 10:54,1,-74.0068512,40.73023605,-73.98410797,40.72924042,N,809
id0966204,1,6/26/2016 9:25,6/26/2016 9:30,1,-73.99734497,40.7416153,-74.00147247,40.75653458,N,301
id2214784,1,4/12/2016 13:15,4/12/2016 13:25,1,-73.99720001,40.72455597,-73.99363708,40.7377243,N,588
id3696491,2,2/11/2016 19:30,2/11/2016 19:32,1,-73.98188019,40.73239136,-73.98123169,40.73807907,N,134
id3039838,2,2/7/2016 0:33,2/7/2016 0:39,1,-73.99964905,40.73344803,-73.9879837,40.72862625,N,329
id1911033,2,6/5/2016 18:07,6/5/2016 18:32,1,-73.95399475,40.7661972,-73.91310883,40.8482399,N,1481
id2362593,2,2/8/2016 7:58,2/8/2016 8:14,4,-73.96954346,40.76337814,-73.95359039,40.7879715,N,979
id0885316,2,3/13/2016 1:08,3/13/2016 1:15,6,-73.98940277,40.72621155,-73.9987793,40.73402023,N,448
id1323278,1,6/22/2016 23:38,6/22/2016 23:47,1,-74.00395203,40.73823166,-73.98782349,40.75963211,N,554
id0766287,2,1/21/2016 19:05,1/21/2016 19:31,2,-73.96370697,40.76837158,-73.99642181,40.72206116,N,1550
id0895137,1,5/8/2016 0:01,5/8/2016 0:19,2,-73.78315735,40.64663315,-73.74923706,40.73657227,N,1096
id0909642,2,1/22/2016 20:24,1/22/2016 20:48,1,-74.00093079,40.73184967,-73.95201874,40.78194046,N,1407
id2134837,1,3/21/2016 9:57,3/21/2016 10:03,1,-73.95040894,40.77553177,-73.96187592,40.7638092,N,414
id3918527,2,3/18/2016 23:12,3/18/2016 23:50,2,-73.94871521,40.77385712,-73.99668884,40.7626152,N,2249
id2785408,2,3/28/2016 20:42,3/28/2016 20:54,1,-73.97891998,40.77691269,-73.97908783,40.74765778,N,755
id1982154,2,6/4/2016 13:17,6/4/2016 13:42,4,-73.96707153,40.80369186,-73.98892212,40.75686264,N,1502
id3395571,2,3/20/2016 15:31,3/20/2016 15:42,5,-73.9899826,40.73437119,-74.00350952,40.73889923,N,665
id3068819,1,2/28/2016 2:06,2/28/2016 2:17,2,-73.99302673,40.7410202,-73.98871613,40.72400665,N,623
id2917075,2,2/16/2016 17:00,2/16/2016 17:11,2,-73.9693222,40.76660156,-73.96687317,40.80025864,N,630
id0388927,1,3/8/2016 11:39,3/8/2016 12:08,2,-73.99865723,40.7233429,-73.97907257,40.7553215,N,1714
id1387613,2,6/12/2016 4:56,6/12/2016 4:59,1,-73.97802734,40.74554062,-73.9801712,40.74246979,N,137
id3637696,1,5/18/2016 17:54,5/18/2016 18:04,1,-73.95708466,40.77412796,-73.97138977,40.76428986,N,616
id3138713,2,1/15/2016 20:31,1/15/2016 20:32,2,-73.97842407,40.7454834,-73.97717285,40.74712753,N,94
id2875551,2,6/29/2016 19:00,6/29/2016 19:22,5,-73.97245789,40.75641632,-74.00645447,40.73580551,N,1335
id2718553,2,3/14/2016 7:30,3/14/2016 7:33,1,-73.99137115,40.74940109,-73.98985291,40.74192047,N,213
id3906434,2,4/22/2016 8:58,4/22/2016 9:22,1,-73.98154449,40.77050018,-73.99891663,40.73959351,N,1481
id0184757,2,6/19/2016 17:33,6/19/2016 17:38,1,-73.98210907,40.77857971,-73.97399139,40.76387024,N,322
id3788730,1,3/26/2016 14:30,3/26/2016 14:49,1,-73.98648071,40.75989532,-73.99099731,40.7557869,N,1162
id2356641,2,1/16/2016 22:39,1/16/2016 23:00,2,-73.99201965,40.7582016,-73.97148132,40.7507515,N,1264
id2849163,2,6/24/2016 11:38,6/24/2016 11:58,2,-73.98583984,40.73109818,-74.0031662,40.7493782,N,1220
id3767622,1,6/16/2016 6:41,6/16/2016 6:54,1,-73.96401978,40.76528168,-73.985466,40.75288391,N,782
id0107463,1,3/4/2016 20:34,3/4/2016 20:49,1,-73.98210144,40.74019241,-73.98853302,40.75848389,N,853
id0868037,1,5/26/2016 6:47,5/26/2016 6:49,1,-73.96665192,40.7577095,-73.97504425,40.7520752,N,149
id1366845,1,3/11/2016 17:15,3/11/2016 17:22,1,-74.00605011,40.70559311,-73.97663116,40.71921539,N,459
id2404378,2,4/21/2016 10:53,4/21/2016 11:25,3,-73.98194122,40.75374222,-73.86175537,40.76832581,N,1892
id3396606,1,4/23/2016 18:50,4/23/2016 19:12,1,-74.00745392,40.74094009,-73.97814941,40.76066208,N,1342
id2702654,2,2/21/2016 13:26,2/21/2016 13:35,1,-73.96798706,40.79241943,-73.97756958,40.78445053,N,551
id3111750,1,6/1/2016 22:59,6/1/2016 23:11,2,-73.97672272,40.74965286,-73.98737335,40.7420845,N,731
id0490611,2,6/15/2016 7:25,6/15/2016 7:51,1,-74.01683807,40.70811844,-73.98190308,40.75806046,N,1576
id1093713,1,3/11/2016 22:05,3/11/2016 22:24,2,-73.98692322,40.72524643,-73.99707031,40.68356323,N,1129
id3651923,2,2/8/2016 20:20,2/8/2016 20:45,1,-73.9821167,40.76512146,-73.96652222,40.71374893,N,1503
id3301129,2,5/29/2016 20:43,5/29/2016 21:20,5,-73.77677917,40.6454277,-73.95185852,40.73223495,N,2191
id0821712,1,1/29/2016 8:09,1/29/2016 8:16,1,-73.98449707,40.74568558,-73.98886871,40.73657608,N,455
id1427884,1,5/31/2016 17:14,5/31/2016 17:21,4,-73.98327637,40.74121475,-73.97952271,40.75179672,N,419
id0594442,2,4/20/2016 3:07,4/20/2016 3:33,1,-73.95831299,40.67962646,-73.76802826,40.71121216,N,1589
id2753023,1,3/23/2016 10:08,3/23/2016 10:20,1,-73.98919678,40.74192429,-73.9888916,40.74901962,N,731
id0593078,2,1/4/2016 18:05,1/4/2016 18:11,1,-73.98667908,40.76149368,-73.99783325,40.75124359,N,325
id2679933,2,2/6/2016 23:01,2/6/2016 23:08,1,-73.99189758,40.7491188,-73.97872925,40.75267029,N,399
id1200979,1,4/5/2016 13:14,4/5/2016 13:37,2,-73.97817993,40.74916077,-73.94239044,40.78639984,N,1387
id0762049,1,2/9/2016 11:28,2/9/2016 11:42,1,-73.97904968,40.76208115,-73.95609283,40.78142166,N,892
id3844808,2,1/18/2016 20:54,1/18/2016 21:01,1,-73.98306274,40.76221466,-73.97182465,40.75659561,N,407
id3389822,1,5/12/2016 10:34,5/12/2016 11:16,1,-73.9992218,40.72009659,-73.85483551,40.69733429,N,2526
id3900035,2,1/28/2016 12:12,1/28/2016 12:26,1,-73.97496796,40.75538254,-73.96469116,40.77232742,N,849
id3648460,1,3/22/2016 16:42,3/22/2016 17:00,1,-73.97743988,40.7636261,-73.95362854,40.76700592,N,1062
id1482730,1,6/17/2016 7:23,6/17/2016 7:33,1,-73.99034119,40.75616455,-73.99185944,40.73822021,N,573
id0151881,1,2/3/2016 16:43,2/3/2016 17:32,1,-73.98557281,40.75845718,-73.88530731,40.77304459,N,2933
id0670791,2,1/13/2016 16:58,1/13/2016 17:14,1,-73.96443176,40.8074913,-73.94000244,40.8463707,N,942
id0408637,1,5/6/2016 5:51,5/6/2016 6:00,1,-73.9810257,40.76431274,-73.99013519,40.74338913,N,534
id0686937,1,6/8/2016 22:23,6/8/2016 22:40,1,-74.00881195,40.7137413,-74.00275421,40.76063919,N,1043
id2454385,2,6/26/2016 9:23,6/26/2016 9:28,2,-73.99910736,40.76131821,-73.98567963,40.76380157,N,319
id3411552,1,5/10/2016 15:24,5/10/2016 15:47,1,-73.99025726,40.76168823,-74.01119232,40.72904205,N,1387
id1160773,2,6/8/2016 11:41,6/8/2016 11:49,1,-73.98639679,40.75242996,-73.97466278,40.75904083,N,477
id1589627,2,1/10/2016 10:48,1/10/2016 10:58,1,-73.97572327,40.78926849,-73.95522308,40.77349091,N,587
id2750346,2,1/26/2016 19:42,1/26/2016 19:52,1,-73.98982239,40.7336998,-73.97966766,40.74810791,N,591
id3602175,1,5/7/2016 22:16,5/7/2016 22:30,1,-73.95104218,40.7744751,-73.97959137,40.75531387,N,837
id1684890,1,4/12/2016 8:47,4/12/2016 8:56,1,-74.00788879,40.71504974,-73.99782562,40.72565079,N,519
id2308637,1,5/22/2016 12:42,5/22/2016 13:06,1,-73.9812088,40.75959778,-73.94842529,40.78429031,N,1445
id0654528,1,1/15/2016 13:18,1/15/2016 13:31,1,-73.96659851,40.76477814,-73.96528625,40.79092026,N,761
id2961070,1,4/19/2016 8:43,4/19/2016 8:45,2,-73.97898865,40.75330353,-73.97478485,40.75899887,N,127
id3695064,1,4/11/2016 15:30,4/11/2016 15:30,1,-73.79406738,40.65717316,-73.79406738,40.65717316,N,17
id0138655,1,2/21/2016 17:01,2/21/2016 17:09,1,-74.0089035,40.71417236,-73.99755859,40.72578812,N,513
id2564452,1,2/18/2016 19:44,2/18/2016 19:53,1,-73.96767426,40.69327927,-73.96017456,40.7218399,N,519
id2977620,2,3/13/2016 15:59,3/13/2016 16:06,2,-73.98200226,40.77693176,-73.97200012,40.79449081,N,384
